customer_id,age,gender,tenure,monthly_charges,total_charges,contract_type,payment_method,paperless_billing,internet_service,online_security,online_backup,tech_support,streaming_tv,streaming_movies,dependents,partner,phone_service,multiple_lines,monthly_usage_gb,customer_service_calls,satisfaction_score,churn
181,43,Male,63,50.43,1302.85,Month-to-month,Mailed check,No,DSL,No,Yes,No internet service,No,No internet service,No,Yes,No,No,379,6,5,No
182,72,Male,28,82.05,2278.76,One year,Electronic check,No,Fiber optic,No,No,No,No,No internet service,No,No,No,No phone service,268,2,3,No
183,31,Female,60,97.16,4790.03,Month-to-month,Bank transfer,No,Fiber optic,Yes,Yes,No internet service,No,Yes,Yes,No,No,No phone service,257,7,2,No
184,56,Male,37,36.3,2025.22,Month-to-month,Credit card,Yes,DSL,Yes,Yes,No,No internet service,No,No,No,Yes,No,207,6,3,No
185,44,Male,22,61.87,4207.02,Two year,Bank transfer,No,Fiber optic,No internet service,No,Yes,Yes,No,No,No,No,Yes,382,0,1,No
186,26,Male,68,42.97,983.28,Month-to-month,Credit card,Yes,DSL,No,Yes,No,Yes,No,No,Yes,No,Yes,277,5,5,No
187,32,Female,20,83.43,3378.68,Month-to-month,Credit card,Yes,Fiber optic,No,No internet service,No internet service,No,Yes,Yes,No,No,Yes,134,6,5,No
188,32,Male,68,66.21,4886.18,Month-to-month,Bank transfer,Yes,DSL,No,No internet service,Yes,Yes,No,Yes,Yes,Yes,No,222,3,2,No
189,43,Female,64,70.77,554.37,Month-to-month,Mailed check,Yes,No,Yes,No internet service,No,No,No,Yes,No,Yes,No phone service,294,1,5,No
190,59,Female,17,83.83,91.18,Month-to-month,Credit card,Yes,DSL,No internet service,No internet service,Yes,No,Yes,No,Yes,No,No phone service,409,9,2,No
191,77,Male,12,51.68,2196.23,Month-to-month,Bank transfer,No,No,Yes,No internet service,No,Yes,No,Yes,No,Yes,No phone service,222,8,4,No
192,30,Male,22,93.21,508.5,One year,Electronic check,No,DSL,Yes,Yes,No internet service,No,No,Yes,No,Yes,No phone service,384,6,1,Yes
193,68,Female,17,62.64,3754.5,Month-to-month,Bank transfer,Yes,Fiber optic,Yes,Yes,No internet service,Yes,No,No,Yes,Yes,No,261,0,3,No
194,49,Male,10,32.64,4577.02,One year,Electronic check,Yes,DSL,No internet service,No internet service,Yes,No,Yes,No,Yes,Yes,No phone service,133,7,3,No
195,56,Male,65,75.67,2198.4,Month-to-month,Credit card,No,No,Yes,No internet service,Yes,Yes,Yes,No,No,No,Yes,222,2,3,No
196,66,Female,22,83.46,1330.62,Month-to-month,Bank transfer,No,DSL,No,Yes,Yes,No,No,Yes,Yes,Yes,No,232,3,4,No
197,69,Female,50,45.34,2200.3,One year,Bank transfer,Yes,DSL,No,No,No,Yes,No,No,No,No,No,492,4,1,No
198,78,Male,14,88.57,3631.07,Two year,Electronic check,No,Fiber optic,No,Yes,No internet service,No,Yes,No,Yes,No,Yes,182,0,5,No
199,49,Female,64,92.49,94.82,Month-to-month,Bank transfer,No,DSL,No internet service,Yes,Yes,No,No,No,No,Yes,Yes,429,5,5,No
200,21,Male,47,42.15,2967.8,Two year,Bank transfer,No,DSL,Yes,Yes,Yes,No,Yes,No,No,Yes,No phone service,337,9,1,No
201,47,Male,29,98.68,3085.79,One year,Credit card,Yes,No,No internet service,Yes,Yes,Yes,No,No,No,Yes,Yes,311,5,1,No
202,54,Male,36,31.26,3206.56,One year,Bank transfer,No,No,Yes,Yes,No,No internet service,Yes,No,No,No,No,399,1,3,No
203,40,Female,52,36.16,1248.01,One year,Mailed check,Yes,DSL,No,No,Yes,No,No internet service,Yes,No,No,No,331,9,5,No
204,56,Male,7,34.74,3584.56,Month-to-month,Electronic check,Yes,No,Yes,No internet service,Yes,No,No internet service,No,No,No,No,342,5,1,No
205,62,Male,29,91.52,502.39,Month-to-month,Bank transfer,Yes,Fiber optic,Yes,No internet service,No,Yes,Yes,Yes,No,No,No phone service,318,7,5,No
206,32,Male,11,72.34,1036.39,One year,Electronic check,Yes,DSL,Yes,No,No,No,No internet service,Yes,No,No,No phone service,398,5,1,Yes
207,60,Female,33,32.17,4393.48,Month-to-month,Electronic check,Yes,Fiber optic,No internet service,No internet service,Yes,No,No,No,Yes,No,Yes,246,3,2,No
208,46,Female,6,55.23,3706.68,Two year,Electronic check,No,Fiber optic,Yes,No internet service,Yes,No,Yes,Yes,Yes,No,No phone service,74,3,3,No
209,53,Female,32,69.22,118.04,Month-to-month,Bank transfer,Yes,No,Yes,No internet service,No,No,Yes,Yes,Yes,Yes,No phone service,190,8,1,Yes
210,30,Female,51,26.68,1279.46,Month-to-month,Bank transfer,Yes,DSL,Yes,No,No internet service,No internet service,No,Yes,No,No,No,272,5,4,No
211,49,Female,58,90.59,1111.31,One year,Electronic check,Yes,Fiber optic,No internet service,No,No,No internet service,No,No,No,No,No,69,7,1,No
212,24,Male,26,84.29,1390.49,Month-to-month,Mailed check,No,DSL,No internet service,No internet service,No internet service,No,Yes,Yes,No,No,Yes,296,7,2,No
213,76,Female,46,60.42,1275.42,One year,Electronic check,No,DSL,No internet service,No internet service,Yes,No,No,Yes,Yes,No,No,377,6,4,No
214,68,Female,29,97.37,359.51,One year,Mailed check,No,DSL,Yes,No internet service,Yes,No,Yes,Yes,Yes,Yes,No phone service,493,2,4,No
215,39,Female,4,53.42,2321.76,Two year,Electronic check,No,No,No,Yes,No internet service,No internet service,No,Yes,Yes,No,Yes,250,9,1,No
216,45,Male,13,98.73,3677.03,One year,Credit card,No,No,No,Yes,No,No internet service,Yes,No,Yes,No,Yes,454,0,2,No
217,19,Female,39,73.43,3053.32,One year,Electronic check,No,Fiber optic,No,Yes,Yes,Yes,No,No,Yes,Yes,No,164,4,4,No
218,59,Female,15,70.77,3380.71,One year,Electronic check,No,Fiber optic,Yes,No,No internet service,Yes,No,Yes,No,Yes,No,432,9,3,No
219,62,Male,29,33.28,451.69,Two year,Bank transfer,Yes,DSL,No,No internet service,No,No,No internet service,No,Yes,No,No,238,9,3,No
220,79,Female,29,90.55,4759.88,Month-to-month,Mailed check,Yes,DSL,No,No,No internet service,No,No internet service,No,No,No,Yes,75,1,5,No
221,74,Male,32,54.2,4200.53,Month-to-month,Credit card,No,DSL,No,No,No,No internet service,No internet service,Yes,No,No,No,103,9,5,No
222,70,Male,2,32.98,4035.2,Month-to-month,Mailed check,Yes,DSL,Yes,No,No,No,No,No,No,No,No phone service,219,1,2,No
223,23,Male,47,21.01,4123.77,Month-to-month,Credit card,Yes,Fiber optic,No,No internet service,No,No,Yes,No,Yes,No,Yes,444,6,4,No
224,45,Male,22,64.78,4666.92,One year,Electronic check,No,Fiber optic,No,Yes,No,No internet service,No,Yes,Yes,No,No,470,2,3,No
225,45,Male,27,62.19,2744.06,One year,Bank transfer,Yes,DSL,Yes,No internet service,No internet service,No internet service,No internet service,Yes,No,Yes,No phone service,430,7,3,No
226,61,Female,67,77.55,1041.4,One year,Bank transfer,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No,No,Yes,Yes,No phone service,60,8,2,No
227,61,Male,56,91.22,3103.08,Month-to-month,Mailed check,No,DSL,No,No,No internet service,No internet service,No internet service,No,Yes,No,No,76,7,4,No
228,37,Male,21,26.35,3727.26,One year,Bank transfer,Yes,Fiber optic,No internet service,No,No internet service,Yes,No internet service,No,No,No,No phone service,399,5,2,No
229,47,Female,47,78.52,3702.69,Month-to-month,Mailed check,No,No,No,No,No internet service,No internet service,Yes,No,No,No,Yes,132,4,1,No
230,79,Male,59,34.99,2631.17,One year,Mailed check,No,Fiber optic,Yes,Yes,No,No internet service,Yes,Yes,No,Yes,Yes,339,2,3,No
231,28,Female,6,88.65,388.87,One year,Credit card,Yes,No,No internet service,Yes,Yes,No,No internet service,Yes,No,No,No phone service,87,2,2,No
232,75,Female,19,85.53,1887.01,Month-to-month,Mailed check,Yes,Fiber optic,No internet service,Yes,Yes,No,No internet service,Yes,No,Yes,Yes,494,6,2,No
233,72,Female,57,63.26,4607.79,Month-to-month,Credit card,Yes,DSL,No internet service,No internet service,No internet service,No,No,Yes,Yes,Yes,No,136,4,1,No
234,45,Male,69,76.82,2943.02,Month-to-month,Bank transfer,No,DSL,No internet service,No,No internet service,Yes,No internet service,Yes,No,No,No phone service,486,5,5,No
235,42,Male,3,45.15,2714.74,Two year,Mailed check,No,No,No,No internet service,Yes,No internet service,No,No,Yes,Yes,Yes,370,5,3,No
236,56,Male,1,57.69,1380.82,Two year,Mailed check,No,Fiber optic,No,Yes,No,No internet service,No internet service,No,Yes,No,No,436,8,2,No
237,79,Female,58,85.73,1873.82,One year,Electronic check,Yes,DSL,No internet service,No,No internet service,Yes,Yes,Yes,No,Yes,No,205,0,3,No
238,50,Male,38,56.74,4481.96,Month-to-month,Mailed check,Yes,Fiber optic,No,Yes,No,No internet service,Yes,Yes,No,No,Yes,447,7,5,No
239,18,Male,15,48.62,3348.99,Month-to-month,Mailed check,No,Fiber optic,No internet service,No,Yes,No,No internet service,Yes,Yes,No,No phone service,357,9,2,No
240,74,Male,34,59.54,3947.57,One year,Electronic check,Yes,Fiber optic,No internet service,No,Yes,Yes,No,No,No,Yes,No,335,4,1,No
241,44,Female,61,86.26,2299.01,One year,Electronic check,Yes,No,Yes,No internet service,No internet service,No internet service,No,No,Yes,Yes,No,235,5,3,No
242,79,Female,35,46.82,3169.72,Month-to-month,Bank transfer,No,Fiber optic,No internet service,No internet service,No,Yes,No,No,No,Yes,No,231,5,1,No
243,74,Male,64,33.9,1279.5,Month-to-month,Mailed check,No,Fiber optic,No,Yes,No internet service,Yes,No internet service,Yes,No,No,No,418,0,5,No
244,69,Male,25,76.96,3542.03,One year,Bank transfer,Yes,DSL,No internet service,No internet service,Yes,No internet service,No internet service,Yes,Yes,Yes,No phone service,192,2,5,No
245,30,Male,24,86.08,2166.63,Month-to-month,Bank transfer,No,DSL,Yes,No internet service,No,No,Yes,Yes,Yes,Yes,Yes,471,5,3,No
246,58,Male,12,28.05,2240.6,Month-to-month,Electronic check,Yes,DSL,No,No internet service,No internet service,No internet service,Yes,Yes,No,No,Yes,255,8,5,No
247,20,Female,18,39.19,3264.15,Month-to-month,Credit card,No,DSL,Yes,No,No internet service,No internet service,No internet service,Yes,No,No,Yes,191,5,4,No
248,56,Female,15,31.36,4684.59,One year,Bank transfer,No,Fiber optic,Yes,No internet service,No internet service,No,Yes,No,No,Yes,No,234,5,3,No
249,23,Female,27,47.84,366.83,Two year,Credit card,No,Fiber optic,No internet service,Yes,Yes,No internet service,No,Yes,Yes,Yes,No phone service,492,0,4,No
250,25,Female,60,56.03,4132.48,Two year,Mailed check,Yes,DSL,Yes,No,No internet service,No internet service,No,No,No,Yes,Yes,290,8,5,No
251,44,Male,46,79.91,1497.3,One year,Electronic check,Yes,No,Yes,No,No,No internet service,No internet service,No,No,No,No phone service,57,3,3,No
252,26,Male,17,72.09,2247.4,One year,Mailed check,No,DSL,No,No internet service,No internet service,Yes,No,No,No,No,Yes,121,1,4,No
253,79,Male,53,69.67,158.47,Month-to-month,Mailed check,No,DSL,Yes,No,Yes,Yes,No internet service,No,No,Yes,No,452,0,5,Yes
254,54,Female,8,48.19,1540.18,One year,Electronic check,No,DSL,No internet service,Yes,No internet service,Yes,No,No,Yes,No,Yes,337,2,2,No
255,50,Male,27,87.32,2538.02,Month-to-month,Mailed check,Yes,DSL,No internet service,Yes,Yes,No internet service,No internet service,Yes,Yes,Yes,No,144,2,2,No
256,68,Female,46,57.7,328.07,One year,Electronic check,No,DSL,No internet service,No,Yes,No,No,Yes,Yes,Yes,No,206,4,1,No
257,59,Female,50,98.33,2480.92,Month-to-month,Credit card,No,Fiber optic,Yes,No internet service,No,Yes,No,Yes,No,No,Yes,90,0,2,No
258,61,Male,71,70.73,4639.2,Month-to-month,Mailed check,No,Fiber optic,No,No internet service,No,No,Yes,No,No,Yes,No phone service,380,6,4,No
259,41,Male,3,30.1,571.7,Month-to-month,Electronic check,No,No,No internet service,No,No internet service,No internet service,Yes,No,No,Yes,No,350,0,2,No
260,32,Male,64,74.09,3833.98,Month-to-month,Bank transfer,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No phone service,318,3,3,No
261,76,Female,44,46.01,2077.87,Month-to-month,Mailed check,Yes,DSL,No internet service,No,Yes,No internet service,Yes,No,Yes,Yes,Yes,204,5,3,No
262,71,Male,53,74.91,3293.11,Month-to-month,Credit card,No,DSL,No internet service,No internet service,No,No,Yes,No,Yes,Yes,No,324,0,3,No
263,49,Female,24,25.57,1338.17,Two year,Electronic check,Yes,Fiber optic,No,No internet service,No,Yes,Yes,No,Yes,No,No phone service,203,6,2,No
264,49,Male,60,33.99,839.49,Month-to-month,Mailed check,Yes,DSL,No internet service,No,No internet service,Yes,No internet service,Yes,No,Yes,No,102,9,2,Yes
265,41,Female,3,88.46,844.29,One year,Mailed check,Yes,No,No,Yes,Yes,Yes,No internet service,No,Yes,Yes,Yes,228,6,1,No
266,58,Female,20,38.17,398.94,Two year,Mailed check,No,Fiber optic,Yes,No,No,Yes,Yes,No,Yes,No,No,470,2,5,No
267,69,Male,46,86.96,968.95,Two year,Credit card,Yes,Fiber optic,No internet service,Yes,No internet service,No,No internet service,Yes,No,No,Yes,289,3,1,Yes
268,66,Female,15,42.34,3337.89,One year,Electronic check,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No phone service,186,5,4,No
269,79,Female,25,71.43,4414.37,Two year,Bank transfer,Yes,DSL,Yes,No,Yes,No internet service,No internet service,Yes,No,Yes,No,304,6,3,No
270,66,Male,71,75.53,4079.92,Month-to-month,Bank transfer,No,DSL,Yes,No,No,Yes,No,Yes,No,No,No phone service,273,3,2,No
271,75,Female,17,61.01,3441.41,Month-to-month,Bank transfer,No,DSL,No internet service,Yes,No internet service,No,No internet service,Yes,No,Yes,Yes,229,9,5,No
272,69,Male,9,44.42,596.64,Month-to-month,Electronic check,Yes,Fiber optic,No,Yes,No,Yes,No internet service,No,No,No,Yes,231,8,5,No
273,29,Female,38,37.01,1481.48,One year,Bank transfer,Yes,DSL,No internet service,Yes,No internet service,No,No internet service,Yes,No,Yes,No phone service,308,8,2,No
274,79,Male,48,22.66,1583.54,One year,Credit card,No,DSL,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No phone service,292,8,1,No
275,56,Male,60,44.32,1287.29,Month-to-month,Electronic check,No,No,No,No internet service,No internet service,No internet service,Yes,No,Yes,No,Yes,145,9,5,Yes
276,19,Female,63,72.25,2599.28,Month-to-month,Mailed check,Yes,DSL,Yes,No,No internet service,Yes,No internet service,Yes,No,Yes,No phone service,246,5,1,No
277,20,Female,2,95.06,2700.99,One year,Credit card,Yes,No,No,Yes,No internet service,Yes,No internet service,No,Yes,Yes,Yes,441,1,2,No
278,66,Female,11,89.7,1816.59,Month-to-month,Mailed check,No,Fiber optic,No internet service,No,No internet service,Yes,No,No,No,No,No phone service,63,1,1,No
279,54,Female,64,81.29,1801.26,One year,Bank transfer,No,DSL,No,Yes,No internet service,No internet service,Yes,Yes,Yes,Yes,Yes,169,3,3,No
280,66,Female,21,83.08,4151.35,One year,Credit card,Yes,DSL,No internet service,No,No,No internet service,No internet service,No,Yes,Yes,Yes,436,8,2,Yes
281,73,Male,18,73.2,3957.0,One year,Electronic check,No,DSL,Yes,No,No internet service,No,No,No,Yes,Yes,No,457,2,2,No
282,34,Female,64,40.82,1573.59,One year,Credit card,Yes,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Yes,No,Yes,318,5,5,Yes
283,76,Male,38,92.58,4573.25,Two year,Mailed check,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,220,1,5,Yes
284,66,Male,32,73.66,4766.43,Month-to-month,Electronic check,Yes,Fiber optic,No,No,No internet service,No internet service,No internet service,Yes,Yes,No,No,462,0,5,No
285,19,Female,11,64.84,1667.38,One year,Credit card,No,No,No internet service,No,Yes,No internet service,No internet service,Yes,Yes,No,No,121,4,3,No
286,19,Male,45,28.88,1804.4,One year,Credit card,Yes,Fiber optic,No,No,No,No internet service,No internet service,No,No,No,No phone service,228,7,3,Yes
287,45,Male,33,55.76,2552.89,Month-to-month,Credit card,Yes,DSL,No,No internet service,No,No,No internet service,Yes,No,No,No phone service,219,9,4,No
288,71,Male,41,56.83,4708.55,Month-to-month,Credit card,No,DSL,No internet service,Yes,No internet service,No internet service,No,Yes,No,No,Yes,208,9,2,No
289,40,Male,8,89.17,4387.78,Month-to-month,Electronic check,No,No,No internet service,No internet service,No,No,No,Yes,Yes,No,No phone service,496,1,5,No
290,54,Female,11,63.73,557.71,Month-to-month,Mailed check,Yes,DSL,No internet service,No internet service,No internet service,No,No internet service,No,Yes,Yes,No phone service,203,9,2,Yes
291,49,Male,51,50.43,1994.02,One year,Credit card,Yes,DSL,No,Yes,No,Yes,Yes,No,No,Yes,Yes,451,8,1,No
292,50,Female,41,98.14,2789.19,Two year,Electronic check,No,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,No,No,Yes,No,131,7,3,No
293,18,Female,17,28.86,2540.51,Month-to-month,Mailed check,No,Fiber optic,No,No internet service,No internet service,Yes,Yes,No,Yes,Yes,No,106,2,4,No
294,36,Male,46,53.8,1009.62,Month-to-month,Credit card,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,56,0,1,No
295,79,Female,32,23.36,4301.14,Two year,Mailed check,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,161,3,2,No
296,19,Female,54,79.19,3400.86,Month-to-month,Mailed check,Yes,DSL,No internet service,No,Yes,Yes,No,No,No,Yes,Yes,97,7,3,Yes
297,70,Female,20,93.45,4197.65,Month-to-month,Electronic check,Yes,No,No,No internet service,Yes,Yes,Yes,No,No,Yes,Yes,129,2,5,Yes
298,61,Male,33,42.4,4300.88,One year,Mailed check,No,DSL,Yes,No internet service,No internet service,No internet service,Yes,No,Yes,Yes,Yes,424,9,1,No
299,43,Female,40,88.67,3754.36,One year,Electronic check,Yes,DSL,No internet service,Yes,No,No,No,Yes,No,Yes,Yes,425,1,3,No
300,49,Female,32,43.38,2224.09,Month-to-month,Credit card,No,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,Yes,No,No,No phone service,365,6,2,No
301,23,Female,2,92.86,3072.21,Month-to-month,Mailed check,Yes,DSL,No,No internet service,Yes,No internet service,Yes,No,No,No,No phone service,82,3,2,No
302,49,Male,33,80.32,843.81,Month-to-month,Mailed check,No,Fiber optic,No internet service,No internet service,Yes,No internet service,No internet service,Yes,No,Yes,No phone service,164,5,1,No
303,72,Female,30,84.39,3384.54,One year,Bank transfer,Yes,DSL,No internet service,No,No,No internet service,Yes,No,Yes,Yes,No,433,4,1,No
304,21,Male,33,21.44,937.3,One year,Credit card,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,52,1,1,No
305,72,Male,26,97.02,3485.05,Month-to-month,Credit card,No,DSL,Yes,Yes,No internet service,No internet service,Yes,Yes,No,Yes,Yes,53,9,4,No
306,28,Male,22,78.13,1186.51,One year,Bank transfer,No,Fiber optic,No internet service,No,No internet service,No,Yes,No,No,No,No phone service,405,1,5,No
307,73,Male,66,44.38,631.88,Two year,Bank transfer,Yes,No,Yes,Yes,No internet service,No internet service,Yes,Yes,No,Yes,No,309,8,3,No
308,76,Male,38,86.35,868.16,Month-to-month,Electronic check,No,DSL,No internet service,Yes,No internet service,No internet service,No,No,No,No,No phone service,91,9,2,No
309,34,Male,46,42.52,59.86,Month-to-month,Electronic check,No,DSL,No,Yes,No internet service,No internet service,Yes,No,Yes,Yes,Yes,58,1,2,No
310,55,Female,15,89.82,3607.76,One year,Mailed check,Yes,DSL,Yes,No,No,No internet service,Yes,No,No,No,Yes,356,7,5,No
311,41,Male,44,29.01,3675.39,Month-to-month,Mailed check,No,DSL,No internet service,No internet service,No internet service,No,No,Yes,No,No,No phone service,194,7,1,No
312,22,Female,49,76.29,2598.92,Month-to-month,Mailed check,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,No,Yes,Yes,No,No phone service,450,0,1,No
313,69,Female,61,63.26,848.75,One year,Mailed check,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,No,Yes,Yes,146,0,2,No
314,51,Male,67,27.72,463.59,Two year,Electronic check,No,DSL,Yes,No internet service,Yes,No,Yes,No,Yes,Yes,No phone service,325,3,5,No
315,23,Female,6,39.35,144.69,Two year,Credit card,No,DSL,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,191,1,2,No
316,39,Female,9,20.99,870.45,One year,Mailed check,Yes,DSL,No internet service,No internet service,No,No internet service,No internet service,No,Yes,Yes,No phone service,327,0,1,No
317,28,Female,6,57.5,4459.73,One year,Credit card,Yes,Fiber optic,No,No,Yes,Yes,No internet service,Yes,Yes,Yes,No,485,8,3,No
318,65,Female,32,44.1,1245.61,Month-to-month,Mailed check,Yes,DSL,No,No internet service,No,Yes,Yes,Yes,No,No,Yes,76,2,1,No
319,33,Male,41,67.87,1803.64,One year,Bank transfer,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,92,0,3,No
320,50,Female,8,43.78,571.46,Month-to-month,Mailed check,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,No,No,No phone service,180,1,4,No
321,26,Male,50,43.99,1150.69,Month-to-month,Mailed check,Yes,DSL,No,No,No,No internet service,No,No,Yes,Yes,No,265,7,5,No
322,77,Female,62,79.46,2620.16,One year,Mailed check,No,Fiber optic,Yes,No,No,No,No,Yes,Yes,Yes,No phone service,143,4,4,Yes
323,76,Female,62,23.85,3058.38,One year,Electronic check,No,No,Yes,No,Yes,No internet service,No,No,No,No,No,57,6,1,No
324,23,Male,7,92.23,1264.49,Month-to-month,Bank transfer,No,Fiber optic,No,Yes,No,No,Yes,No,Yes,No,No,135,5,5,Yes
325,33,Female,4,88.18,335.77,Two year,Mailed check,Yes,DSL,No,No internet service,No internet service,No internet service,Yes,Yes,No,No,No,394,0,1,No
326,46,Female,6,73.42,1985.61,Month-to-month,Mailed check,No,DSL,No internet service,No internet service,No internet service,Yes,No,Yes,Yes,No,Yes,187,5,5,Yes
327,20,Female,58,67.46,1209.31,Month-to-month,Credit card,Yes,No,No,No,Yes,Yes,No internet service,No,Yes,Yes,No,418,6,5,No
328,37,Male,22,91.38,1136.79,Month-to-month,Bank transfer,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,Yes,No,Yes,No phone service,462,3,1,No
329,77,Female,26,34.83,4801.32,One year,Mailed check,No,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No,No,Yes,No phone service,473,7,1,No
330,76,Male,3,26.32,3100.69,One year,Credit card,Yes,No,No,No,No internet service,No,No,Yes,Yes,No,Yes,295,7,5,No
331,53,Female,41,39.16,2806.55,Month-to-month,Credit card,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,498,6,5,No
332,36,Male,60,83.57,2108.09,One year,Electronic check,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No phone service,70,1,1,No
333,43,Male,14,22.77,2173.27,Month-to-month,Credit card,Yes,DSL,No internet service,Yes,No internet service,Yes,No internet service,No,Yes,Yes,No,457,5,1,No
334,20,Female,12,66.62,2727.48,One year,Mailed check,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,No,Yes,No,No phone service,493,5,2,Yes
335,36,Female,12,99.64,3497.33,Month-to-month,Electronic check,Yes,Fiber optic,No,Yes,No,No,No,No,No,No,Yes,459,6,2,No
336,37,Male,13,88.46,3525.62,Month-to-month,Electronic check,No,Fiber optic,No,No internet service,No internet service,No internet service,No,No,Yes,Yes,Yes,314,5,2,No
337,49,Male,25,61.72,899.88,Two year,Mailed check,Yes,Fiber optic,No internet service,No internet service,Yes,No,No internet service,Yes,No,Yes,No phone service,197,1,4,No
338,24,Female,45,25.09,2525.56,Month-to-month,Bank transfer,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,No,No,No,233,7,5,No
339,69,Male,19,86.51,2089.19,Month-to-month,Credit card,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No,No,No,No,276,3,3,No
340,58,Female,55,67.92,4359.11,One year,Electronic check,Yes,Fiber optic,Yes,No,Yes,No,No internet service,Yes,No,No,Yes,341,8,4,No
341,50,Female,45,29.19,3175.52,Two year,Bank transfer,No,DSL,No internet service,No internet service,No internet service,No,No internet service,No,No,No,No phone service,85,7,5,No
342,57,Female,8,27.51,2685.9,Month-to-month,Mailed check,No,Fiber optic,No internet service,No internet service,Yes,No,Yes,Yes,No,Yes,No phone service,295,2,3,No
343,56,Female,53,92.77,621.2,Month-to-month,Credit card,Yes,DSL,Yes,Yes,No,No,No internet service,Yes,Yes,No,Yes,122,2,2,No
344,35,Male,55,73.54,3047.91,Month-to-month,Credit card,Yes,DSL,Yes,No internet service,No internet service,Yes,No,No,No,Yes,No phone service,199,7,3,No
345,57,Female,32,86.34,630.16,One year,Electronic check,Yes,DSL,No,No,No,No,No,No,Yes,No,Yes,50,1,1,No
346,18,Male,51,90.32,1719.17,Month-to-month,Credit card,No,Fiber optic,No internet service,No,No internet service,No,No internet service,No,No,Yes,No,118,8,1,No
347,28,Female,44,65.74,757.07,One year,Credit card,No,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,Yes,Yes,Yes,No,342,3,5,No
348,45,Male,70,61.4,3475.76,Two year,Credit card,No,Fiber optic,Yes,Yes,No,No,No,No,Yes,No,No phone service,279,5,4,No
349,74,Female,18,54.43,1070.95,Month-to-month,Credit card,No,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,No,Yes,Yes,No,260,2,2,No
350,42,Male,22,45.36,1989.7,Month-to-month,Mailed check,Yes,No,No internet service,No,No internet service,No internet service,No,No,No,Yes,No,121,2,5,No
351,67,Male,37,54.77,4483.59,Month-to-month,Bank transfer,No,DSL,No,Yes,No internet service,No,No,No,Yes,Yes,Yes,412,2,2,No
352,40,Female,56,81.91,1061.37,Month-to-month,Mailed check,No,DSL,Yes,No internet service,No internet service,Yes,No internet service,No,Yes,No,Yes,145,9,1,No
353,48,Female,59,68.15,2563.64,Two year,Mailed check,Yes,No,No internet service,Yes,No internet service,Yes,No internet service,No,No,No,No phone service,446,1,4,No
354,47,Female,3,91.4,2125.39,Month-to-month,Electronic check,Yes,DSL,No internet service,Yes,No internet service,Yes,Yes,Yes,Yes,No,Yes,133,7,4,Yes
355,59,Female,28,55.47,139.71,Month-to-month,Credit card,No,No,No,No,No,No,No internet service,Yes,Yes,Yes,No phone service,277,8,1,No
356,52,Male,35,68.57,3974.15,One year,Mailed check,No,No,No,Yes,No internet service,No,No,Yes,No,Yes,No phone service,348,7,3,No
357,24,Female,61,70.5,391.78,Month-to-month,Credit card,No,Fiber optic,Yes,No internet service,Yes,No internet service,No,Yes,Yes,Yes,Yes,285,9,4,No
358,77,Male,54,67.34,2397.56,One year,Mailed check,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,342,2,3,No
359,33,Male,63,76.21,2825.36,Month-to-month,Mailed check,Yes,DSL,Yes,Yes,Yes,No,Yes,No,No,No,No,271,6,2,No
360,43,Female,7,38.99,3160.71,Two year,Electronic check,Yes,DSL,No internet service,No internet service,No internet service,No,No,Yes,Yes,Yes,No,272,9,4,No
361,65,Male,49,60.99,3458.73,Two year,Bank transfer,No,Fiber optic,Yes,No,Yes,No,No internet service,Yes,Yes,Yes,No,330,1,1,No
362,74,Male,31,28.34,1303.7,One year,Bank transfer,No,DSL,No internet service,No,No,Yes,No internet service,Yes,Yes,Yes,No phone service,270,3,3,Yes
363,69,Male,58,50.76,99.39,Two year,Mailed check,No,No,Yes,No internet service,No,Yes,Yes,No,Yes,No,No,265,5,2,No
